学校名称,年份,专业,最低排名,最低分,最高分,平均分
上海理工大学,2017,电子信息类,--,546,--,--
上海理工大学,2017,自动化类,--,544,--,--
上海理工大学,2017,计算机类,--,544,--,--
上海理工大学,2017,电子信息类（电子信息科学与技术）（中外合作办学）,--,544,--,--
上海工程技术大学,2015,电子信息类,--,570,570,570
上海工程技术大学,2015,自动化类,--,569,569,569
上海工程技术大学,2016,自动化（汽车电子工程）（中美合作办学）,73713,499,513,506
上海工程技术大学,2016,自动化类（中外合作办学）,--,--,--,507
上海工程技术大学,2016,电子信息类（中外合作办学）,--,--,--,498
上海工程技术大学,2018,计算机科学与技术,55928,516.00,516.00,516.00
上海工程技术大学,2018,自动化,59317,512.00,512.00,512.00
上海海洋大学,2015,计算机科学与技术,--,577,614,583
上海海洋大学,2016,软件工程,53843,516,523,521
上海海洋大学,2017,软件工程,51932,503,513,506
上海海洋大学,2018,软件工程,50969,522.00,542.00,534.00
上海海洋大学,2018,计算机科学与技术,49360,524.00,556.00,538.00
上海第二工业大学,2016,计算机科学与技术,73713,499,507,503
上海海事大学,2015,电子信息类,--,579,581,580
上海海事大学,2015,计算机类,--,580,580,580
上海海事大学,2017,电子信息类,47827,505,517,510
上海海事大学,2017,计算机类,47827,505,525,513
上海海事大学,2018,计算机类,47070,527.00,542.00,--
上海海事大学,2018,电子信息类,47797,526.00,532.00,--
上海应用技术大学,2015,计算机类,--,568,588,574
上海应用技术大学,2016,计算机类,68533,502,507,506
上海应用技术大学,2017,计算机类（含计算机科学与技术、软件工程、网络工程专业）,--,484,--,--
上海电力大学,2015,自动化,--,574,578,576
上海电力大学,2015,计算机科学与技术,--,575,575,575
上海电力大学,2015,软件工程,--,573,580,576
上海电力大学,2016,自动化,--,--,--,519
上海电力大学,2016,软件工程,--,--,--,514
上海电力大学,2017,自动化,--,506,--,--
上海电力大学,2017,软件工程,--,496,--,--
上海电力大学,2018,自动化,31030,550.00,550.00,550.00
上海电力大学,2018,软件工程,47070,527.00,527.00,527.00
上海立信会计金融学院,2016,计算机科学与技术（金融信息技术）,53843,517,518,518
上海立信会计金融学院,2016,计算机科学与技术,--,--,--,518
上海立信会计金融学院,2017,计算机科学与技术（金融信息技术）,60623,494,501,498
安徽建筑大学,2015,电子信息类,--,552,553,552
安徽建筑大学,2016,电子信息类,--,--,--,484
上海杉达学院,2015,计算机科学与技术,--,504,509,506
上海杉达学院,2016,计算机科学与技术,158554,428,441,432
上海杉达学院,2016,软件工程,126887,454,467,461
上海杉达学院,2017,软件工程,134711,424,440,434
上海杉达学院,2017,计算机科学与技术,140437,419,448,433
上海杉达学院,2018,计算机科学与技术,132522,440.00,--,--
上海杉达学院,2018,软件工程,107424,463.00,--,--
西安交通大学,2015,电子信息类,--,649,656,652
西安交通大学,2015,自动化类,--,652,652,652
西安交通大学,2016,计算机类[分流专业：计算机科学与技术、物联网工程],3782,617,623,620
西安交通大学,2016,软件工程[分流专业：软件工程],4615,610,612,611
西安交通大学,2016,自动化类[分流专业：自动化],3053,622,627,625
西安交通大学,2016,电子信息类[分流专业：电子科学与技术、微电子科学与技术、信息工程],3053,620,621,621
西安交通大学,2016,软件工程,--,--,--,611
西安交通大学,2017,电子信息类,4305,600,601,601
西安交通大学,2017,自动化类,2902,613,615,614
西安交通大学,2017,软件工程,6099,592,593,593
西安交通大学,2017,计算机类,4305,603,614,609
陕西师范大学,2015,软件工程,--,579,597,586
陕西师范大学,2016,计算机科学与技术,30264,548,554,551
陕西师范大学,2016,计算机类,37185,535,560,542
陕西师范大学,2017,计算机科学与技术（师范）,24305,541,541,541
陕西师范大学,2017,计算机类,36545,524,531,527
陕西师范大学,2018,计算机类,30367,551.00,558.00,553.54
安徽财经大学,2017,计算机类,70132,481,481,481
延安大学,2015,计算机科学与技术,--,525,540,532
合肥学院,2016,自动化,--,--,--,468
合肥学院,2016,软件工程,--,--,--,468
合肥学院,2017,软件工程,--,446,--,--
合肥学院,2017,自动化,--,446,--,--
昆明理工大学,2015,电子信息类,--,571,572,572
昆明理工大学,2016,电子信息类,--,--,--,517
昆明理工大学,2017,电子信息类（含电子信息科学与技术、电子科学与技术）,--,485,--,--
昆明理工大学,2018,电子信息类,59317,512.00,519.00,514.00
西安理工大学,2015,计算机科学与技术,--,580,580,--
西安理工大学,2016,计算机科学与技术,49407,523,524,524
西安理工大学,2017,计算机科学与技术,47827,509,511,510
西安理工大学,2018,计算机科学与技术,41882,534.00,535.00,535.00
玉溪师范学院,2016,计算机科学与技术,158554,425,431,428
玉溪师范学院,2017,计算机科学与技术,134711,421,430,426
西安建筑科技大学,2018,计算机科学与技术（中外合作办学）,60188,511.00,520.00,516.00
西安科技大学,2015,自动化,--,570,572,571
西安科技大学,2016,自动化,73713,497,507,502
西安科技大学,2016,计算机类,63502,509,512,510
西安科技大学,2017,自动化,79870,470,474,472
西安科技大学,2017,计算机类,79870,474,481,477
西安科技大学,2017,电子信息类,79870,472,475,474
西安科技大学,2018,计算机科学与技术,69264,501.00,503.00,502.00
西安科技大学,2018,自动化,71085,499.00,499.00,499.00
西安石油大学,2015,软件工程,--,553,553,553
西安石油大学,2016,计算机类,--,--,--,489
西安石油大学,2017,计算机类,90122,461,463,462
西安石油大学,2018,计算机类,85479,484.00,488.00,486.00
红河学院,2017,计算机科学与技术,128923,426,427,426
云南财经大学,2017,计算机科学与技术,74935,476,477,476
陕西科技大学,2016,电子信息类,--,--,--,517
陕西科技大学,2017,电子信息类,60623,492,497,495
陕西科技大学,2018,电子信息类,60188,511.00,511.00,511.00
西安工程大学,2017,计算机科学与技术（卓越班）,95539,459,465,462
西安邮电大学,2015,电子信息类,--,566,570,568
西安邮电大学,2015,自动化,--,568,571,570
西安邮电大学,2015,计算机科学与技术,--,572,574,573
西安邮电大学,2015,软件工程,--,572,577,574
西安邮电大学,2016,自动化,--,--,--,497
西安邮电大学,2016,软件工程,--,--,--,502
西安邮电大学,2016,电子信息类（中外合作办学）,--,--,--,500
西安邮电大学,2017,自动化,74935,476,--,--
西安邮电大学,2017,计算机科学与技术,65332,485,--,--
西安邮电大学,2017,软件工程,70132,483,--,--
西安邮电大学,2018,计算机科学与技术,54228,518.00,518.00,518.00
西安邮电大学,2018,自动化,66431,504.00,504.00,504.00
咸阳师范学院,2015,软件工程,--,525,529,527
咸阳师范学院,2016,计算机科学与技术,133142,449,449,449
咸阳师范学院,2017,计算机科学与技术,128923,425,427,426
青海大学,2016,计算机科学与技术,--,--,--,514
青海大学,2017,计算机科学与技术,51932,504,507,506
青海大学,2018,自动化,59317,512.00,--,--
青海大学,2018,计算机科学与技术,42626,533.00,--,--
宝鸡文理学院,2015,自动化类,--,523,523,523
青海民族大学,2016,计算机科学与技术,183366,406,489,426
青海民族大学,2018,电子信息类,--,--,--,357.00
青海民族大学,2018,计算机类,--,--,--,414.00
北华大学,2015,软件工程,--,537,537,537
北华大学,2016,软件工程,--,--,--,466
北华大学,2017,软件工程,106358,446,463,454
西安财经大学,2016,计算机类,--,--,--,484
西安财经大学,2017,计算机类,90122,460,--,--
长春大学,2015,计算机科学与技术,--,530,--,--
长春大学,2015,软件工程,--,535,--,--
长春大学,2016,软件工程,108205,469,--,--
长春大学,2016,计算机科学与技术,108205,467,--,--
长春大学,2017,计算机科学与技术,111947,443,--,--
长春大学,2017,软件工程,106358,448,--,--
长春大学,2018,自动化（自动化类中外合作办学）,116039,455.00,--,--
长春大学,2018,计算机科学与技术（ISEC）,114977,456.00,--,--
长春大学,2018,软件工程,108484,462.00,--,--
长春理工大学,2017,软件工程,74935,479,509,487
长春理工大学,2018,软件工程,77680,492.00,511.00,500.00
长春理工大学,2018,计算机科学与技术,68335,502.00,524.00,507.00
长春工业大学,2015,自动化,--,534,534,534
长春工业大学,2015,计算机类,--,529,555,545
长春工业大学,2015,计算机科学与技术,--,540,540,540
长春工业大学,2016,计算机科学与技术,102054,474,474,474
长春工业大学,2016,计算机科学与技术（中外合作办学）,102054,470,470,470
长春工业大学,2016,软件工程,84561,485,485,485
长春工业大学,2016,计算机类（中外合作办学）,--,--,--,469
长春工业大学,2017,自动化,100935,450,453,452
长春工业大学,2017,计算机科学与技术（中外合作办学）,100935,454,458,--
湘潭大学,2015,自动化,--,589,591,590
湘潭大学,2015,软件工程,--,587,588,588
湘潭大学,2017,自动化,40080,517,519,518
湘潭大学,2017,计算机科学与技术,40080,517,519,518
吉首大学,2016,软件工程,--,--,--,471
吉首大学,2017,软件工程,--,449,--,--
长春师范大学,2015,软件工程,--,533,533,533
湖南科技大学,2018,自动化,56787,515.00,517.00,517.00
湖南科技大学,2018,计算机科学与技术,50969,522.00,528.00,528.00
长沙理工大学,2016,自动化,--,--,--,535
长沙理工大学,2017,软件工程,47827,507,516,513
长沙理工大学,2017,计算机科学与技术,47827,505,533,515
长沙理工大学,2017,自动化,47827,508,520,513
吉林师范大学,2015,软件工程,--,522,522,522
吉林师范大学,2016,软件工程,120658,458,458,458
吉林师范大学,2017,软件工程,111947,440,440,--
吉林师范大学,2018,软件工程,107424,463.00,463.00,--
南华大学,2015,电子信息类,--,570,578,572
南华大学,2015,自动化,--,553,574,558
南华大学,2015,计算机类,--,571,591,575
南华大学,2016,自动化,--,--,--,506
南华大学,2016,计算机类,--,--,--,510
南华大学,2017,电子信息类（含电子信息工程、电子信息科学与技术专业）,--,487,--,--
南华大学,2017,计算机类（含软件工程、物联网工程、网络工程、数字媒体技术、医学信息工程专业）,--,491,--,--
南华大学,2018,自动化,--,--,--,497.86
南华大学,2018,电子信息类（涵盖电子信息工程、电子信息科学与技术二）,--,--,--,504.33
南华大学,2018,计算机类（涵盖软件工程、物联网工程、网络工程、数字媒体技术四）,--,--,--,508.36
东北电力大学,2015,自动化,--,573,574,574
东北电力大学,2015,计算机科学与技术,--,567,567,567
东北电力大学,2015,软件工程,--,557,557,557
东北电力大学,2016,自动化,--,--,--,528
东北电力大学,2016,软件工程,--,--,--,495
东北电力大学,2016,计算机科学与技术,--,--,--,495
东北电力大学,2017,计算机科学与技术,74935,475,475,--
东北电力大学,2017,自动化,74935,478,484,--
东北电力大学,2018,计算机科学与技术,71085,499.00,499.00,--
东北电力大学,2018,软件工程,76739,493.00,493.00,--
东北电力大学,2018,自动化,65530,505.00,508.00,--
长春工程学院,2015,计算机科学与技术,--,522,522,522
长春工程学院,2015,软件工程,--,530,530,530
长春工程学院,2016,软件工程,--,--,--,454
长春工程学院,2016,计算机科学与技术,--,--,--,451
长春工程学院,2017,计算机科学与技术,128923,428,428,--
长春工程学院,2017,软件工程,117655,435,435,--
长春工程学院,2018,计算机科学与技术,136909,436.00,445.00,445.00
湖南理工学院,2015,软件工程,--,555,566,560
湖南理工学院,2016,自动化,--,--,--,488
湖南理工学院,2016,软件工程,--,--,--,497
湖南城市学院,2015,计算机科学与技术,--,519,525,521
湖南城市学院,2016,计算机科学与技术,--,--,--,463
湖南城市学院,2017,计算机科学与技术,--,440,--,--
湖南城市学院,2018,计算机科学与技术,111770,459.00,--,--
湖南工业大学,2015,电子信息类,--,558,564,560
湖南工业大学,2016,自动化类,--,--,--,497
湖南工业大学,2017,计算机类,--,485,--,--
湖南工程学院,2018,软件工程,104164,466.00,473.00,470.00
中南林业科技大学,2016,自动化,--,--,--,493
中南林业科技大学,2016,软件工程,--,--,--,500
中南林业科技大学,2017,自动化,74935,476,482,481
中南林业科技大学,2017,计算机科学与技术,70132,483,489,--
中南林业科技大学,2018,计算机科学与技术,61055,510.00,511.00,--
湘南学院,2016,计算机科学与技术,--,--,--,472
衡阳师范学院,2015,计算机科学与技术,--,526,526,526
衡阳师范学院,2016,计算机科学与技术,--,--,--,466
衡阳师范学院,2017,计算机科学与技术,--,439,--,--
湖南工商大学,2015,计算机科学与技术,--,563,564,563
湖南工商大学,2016,计算机科学与技术,--,--,--,491
白城师范学院,2015,计算机科学与技术,--,516,521,518
白城师范学院,2015,软件工程,--,517,520,518
白城师范学院,2016,软件工程,--,--,--,420
白城师范学院,2016,计算机科学与技术,--,--,--,417
白城师范学院,2018,计算机科学与技术,--,434.00,--,--
白城师范学院,2018,软件工程（校企合作）,--,434.00,--,--
吉林财经大学,2015,计算机科学与技术,--,556,558,557
吉林财经大学,2016,计算机科学与技术,84561,487,489,488
吉林财经大学,2017,计算机科学与技术,85011,469,469,469
吉林财经大学,2018,计算机科学与技术,82553,487.00,--,--
中南财经政法大学,2017,计算机科学与技术,17113,559,--,--
中南财经政法大学,2018,计算机类,16109,579.00,589.00,582.00
湖南文理学院,2015,自动化,--,529,532,530
湖南文理学院,2015,计算机科学与技术,--,529,530,530
湖南文理学院,2016,自动化,114461,460,462,461
湖南文理学院,2016,计算机科学与技术,108205,465,476,470
湖南文理学院,2017,自动化,123239,431,454,442
湖南文理学院,2017,计算机科学与技术,111947,444,452,448
湖南文理学院,2018,自动化,123589,448.00,456.00,452.00
怀化学院,2017,计算机科学与技术,--,423,--,--
华中农业大学,2015,自动化,--,597,597,597
华中农业大学,2015,计算机科学与技术,--,593,596,594
华中农业大学,2016,自动化,--,--,--,546
华中农业大学,2016,计算机科学与技术,--,--,--,548
华中农业大学,2017,计算机科学与技术,--,534,--,--
邵阳学院,2015,自动化,--,525,526,525
邵阳学院,2016,自动化,--,--,--,455
东北林业大学,2015,计算机科学与技术,--,580,580,580
东北林业大学,2016,计算机科学与技术,--,--,--,521
东北林业大学,2017,计算机类,51932,504,509,507
东北林业大学,2017,电子信息类,51932,503,505,504
东北林业大学,2018,电子信息类,46325,528.00,530.00,529.00
东北林业大学,2018,计算机类,41882,534.00,539.00,537.00
华中师范大学,2015,电子信息类,--,604,614,606
华中师范大学,2015,计算机类,--,604,612,607
华中师范大学,2016,计算机类,--,--,--,567
华中师范大学,2016,电子信息类,--,--,--,563
华中师范大学,2017,电子信息类（含通信工程、电子信息科学与技术、电子信息工程专业）,--,551,--,--
华中师范大学,2017,计算机类（含计算机科学与技术、软件工程、物联网工程、信息安全专业）,--,551,--,--
华中师范大学,2018,电子信息类,18273,573.98,581.98,577.58
华中师范大学,2018,计算机类,18273,573.98,579.98,575.98
黑龙江大学,2015,自动化,--,565,573,570
黑龙江大学,2015,软件工程,--,540,566,550
黑龙江大学,2018,计算机科学与技术,69264,501.00,506.00,503.00
黑龙江大学,2018,软件工程,96754,473.00,513.00,483.00
中南民族大学,2018,电子信息类（只招少数民族）,82553,487.00,492.00,490.00
中南民族大学,2018,电子信息类（民族不限）,69264,501.00,503.00,502.00
齐齐哈尔大学,2015,计算机类,--,520,546,--
齐齐哈尔大学,2016,计算机类,--,--,--,451
齐齐哈尔大学,2016,电子信息类,--,--,--,440
齐齐哈尔大学,2018,电子信息类,131419,440.87,452.88,--
齐齐哈尔大学,2018,计算机类,122481,448.88,471.90,--
湖北大学,2017,电子信息类（含电子科学与技术、微电子科学与工程、光电信息科学与工程专业）,--,485,--,--
哈尔滨理工大学,2015,自动化,--,556,564,559
哈尔滨理工大学,2016,自动化,84561,488,495,491
哈尔滨理工大学,2017,软件工程,74935,478,498,483
哈尔滨理工大学,2017,自动化,70132,484,498,490
长江大学,2015,电子信息类,--,552,552,552
长江大学,2015,计算机类,--,550,552,551
长江大学,2016,计算机类,--,--,--,486
长江大学,2017,计算机类（计算机科学与技术、软件工程、网络工程、物联网工程）,79870,473,477,475
武汉纺织大学,2015,计算机类,--,559,563,561
武汉纺织大学,2018,计算机类（计算机科学与技术、软件工程、网络工程、物联网工程）,70165,500.00,506.00,502.00
武汉纺织大学,2018,自动化,72935,497.00,504.00,500.00
湖北工业大学,2016,电子信息类,--,--,--,505
湖北工业大学,2017,自动化类,65332,489,489,489
湖北工业大学,2017,电子信息类,60623,491,494,492
湖北工业大学,2017,计算机类,56217,495,498,497
湖北工业大学,2018,电子信息类（中英合作办学）,60188,510.94,510.94,510.94
武汉工程大学,2017,电子信息类,51932,503,506,504
武汉工程大学,2017,自动化类,51932,503,503,503
武汉工程大学,2018,电子信息类,203722,376.00,527.00,522.00
武汉工程大学,2018,自动化类,203722,376.00,521.00,520.00
武汉轻工大学,2016,计算机类,--,--,--,505
武汉轻工大学,2017,计算机类（计算机科学与技术、软件工程、网络工程、数字媒体技术）,70132,484,484,484
武汉轻工大学,2017,电子信息类（电子信息工程、通信工程）,74935,478,478,478
武汉轻工大学,2018,计算机类（计算机科学与技术、软件工程、网络工程、数字媒体技术）,67382,503.00,503.00,503.00
武汉轻工大学,2018,电子信息类（电子信息工程、通信工程）,70165,500.00,500.00,500.00
牡丹江师范学院,2015,计算机类,--,516,521,518
牡丹江师范学院,2016,计算机类,--,--,--,444
牡丹江师范学院,2017,计算机类,151958,409,412,411
牡丹江师范学院,2018,计算机科学与技术,140313,433.00,439.00,--
湖北工程学院,2017,计算机类（计算机科学与技术、软件工程、物联网工程）,117655,439,439,439
湖北工程学院,2017,电子信息类（电子信息工程、光电信息科学与工程、电子信息科学与技术）,106358,445,445,445
哈尔滨商业大学,2015,计算机科学与技术,--,527,--,--
哈尔滨商业大学,2016,软件工程,--,--,--,463
哈尔滨商业大学,2016,计算机科学与技术,--,--,--,462
哈尔滨商业大学,2017,软件工程,111947,443,447,445
哈尔滨商业大学,2017,计算机科学与技术,117655,437,458,445
哈尔滨商业大学,2018,计算机科学与技术,100974,469.00,--,--
哈尔滨商业大学,2018,软件工程,106361,464.00,--,--
东北石油大学,2015,计算机应用技术,--,430,--,--
东北石油大学,2015,计算机控制技术,--,420,--,--
东北石油大学,2015,软件技术,--,415,--,--
东北石油大学,2016,计算机应用技术,258828,336,410,366
东北石油大学,2016,软件技术,254119,340,368,350
东北石油大学,2018,计算机应用技术,221945,358.00,369.00,363.00
东北石油大学,2018,软件技术,205834,374.00,429.00,395.00
东北石油大学,2018,计算机类,125769,446.00,534.00,469.00
哈尔滨学院,2015,软件工程,--,519,540,531
哈尔滨学院,2016,软件工程,--,--,--,435
哈尔滨学院,2016,计算机类,--,--,--,444
哈尔滨学院,2017,计算机类,140437,415,415,--
哈尔滨学院,2017,软件工程,140437,418,420,419
哈尔滨学院,2018,软件工程,137999,435.00,435.00,435.00
哈尔滨学院,2018,计算机类,137999,435.00,435.00,435.00
黑龙江工程学院,2015,自动化,--,519,--,--
黑龙江工程学院,2015,计算机科学与技术,--,529,--,--
黑龙江工程学院,2016,自动化,139592,440,--,445
黑龙江工程学院,2016,计算机类,145945,439,--,446
黑龙江工程学院,2017,计算机类,140437,417,--,--
黑龙江工程学院,2018,计算机类,136909,436.00,--,--
黑龙江科技大学,2015,电子信息类,--,519,542,526
黑龙江科技大学,2015,自动化,--,525,531,527
黑龙江科技大学,2016,自动化,--,--,--,462
黑龙江科技大学,2016,软件工程,--,--,--,451
黑龙江科技大学,2016,电子信息类,--,--,--,460
黑龙江科技大学,2016,计算机科学与技术,--,--,--,464
黑龙江科技大学,2017,自动化,117655,436,446,441
黑龙江科技大学,2017,计算机科学与技术,117655,436,438,437
黑龙江科技大学,2017,软件工程,117655,438,456,445
黑龙江科技大学,2018,自动化,124725,447.00,454.00,451.00
黑龙江科技大学,2018,计算机科学与技术,120318,451.00,454.00,453.00
黑龙江科技大学,2018,软件工程,121323,450.00,473.00,460.00
河南大学,2015,计算机类,--,537,597,562
河南大学,2016,自动化,--,--,--,513
河南大学,2016,计算机类（中外合作办学）,--,--,--,468
河南大学,2016,自动化类,--,--,--,504
河南科技大学,2015,电子信息类,--,551,551,551
河南科技大学,2015,自动化,--,558,558,558
河南科技大学,2015,计算机科学与技术,--,544,554,549
河南科技大学,2016,电子信息类,90384,483,490,486
河南科技大学,2016,计算机科学与技术,84561,488,488,488
河南科技大学,2016,自动化,90384,483,494,488
河南科技大学,2017,电子信息类,95539,458,471,464
河南科技大学,2017,计算机科学与技术,74935,475,484,479
河南科技大学,2017,自动化,85011,465,466,465
河南科技大学,2018,自动化,81550,487.92,488.92,488.40
河南科技大学,2018,电子信息类,81550,487.92,492.92,490.60
河南科技大学,2018,计算机科学与技术,77680,491.92,496.93,493.90
湖北文理学院,2015,电子信息类,--,523,533,527
湖北文理学院,2016,计算机类,--,--,--,456
湖北文理学院,2017,计算机类,111947,442,--,451
湖北文理学院,2018,计算机类,125769,446.00,457.00,451.20
湖北文理学院,2018,电子信息类,113903,457.00,467.00,459.80
河南理工大学,2015,电子信息类,--,549,558,554
河南理工大学,2015,自动化类,--,551,553,552
河南理工大学,2016,自动化类,84561,489,490,490
河南理工大学,2016,电子信息类,84561,486,493,490
河南理工大学,2017,计算机类,74935,478,497,488
河南理工大学,2017,自动化类,85011,466,466,466
河南理工大学,2017,电子信息类,79870,470,473,472
河南理工大学,2018,计算机类,72935,497.00,503.00,500.00
河南理工大学,2018,电子信息类,77680,492.00,494.00,493.00
河南理工大学,2018,自动化类,77680,492.00,505.00,498.50
华北水利水电大学,2015,计算机科学与技术,--,557,558,558
华北水利水电大学,2017,软件工程,100935,452,--,--
华北水利水电大学,2017,计算机科学与技术,100935,451,--,--
华北水利水电大学,2018,计算机科学与技术,87525,482.00,--,--
华北水利水电大学,2018,软件工程,86499,483.00,--,--
华侨大学,2016,自动化,--,--,--,535
河南工业大学,2015,自动化,--,550,550,550
河南工业大学,2015,计算机科学与技术,--,553,561,556
河南工业大学,2016,自动化,90384,484,493,487
河南工业大学,2016,软件工程,84561,487,492,489
河南工业大学,2017,计算机科学与技术,65332,485,492,488
河南工业大学,2018,计算机科学与技术,77680,492.00,499.00,495.00
河南工业大学,2018,软件工程,71085,499.00,500.00,499.00
福建农林大学,2015,计算机科学与技术,--,545,--,--
福建农林大学,2016,计算机科学与技术,63502,509,516,513
福建农林大学,2017,计算机科学与技术,65332,488,498,493
集美大学,2015,软件工程,--,576,581,578
集美大学,2016,软件工程,--,--,--,519
集美大学,2017,软件工程,70132,483,491,486
集美大学,2018,软件工程（第三、四学年学费13000元/学年）,--,510.00,--,--
福建师范大学,2015,电子信息类,--,557,566,561
福建师范大学,2015,计算机类,--,554,570,559
福建师范大学,2016,电子信息类,58551,514,520,516
福建师范大学,2016,计算机科学与技术,53843,515,521,519
福建师范大学,2016,软件工程,53843,515,518,517
福建师范大学,2017,计算机类（中外合作办学）,65332,485,499,491
福建师范大学,2017,计算机科学与技术,51932,501,505,503
福建师范大学,2017,电子信息类,56217,499,503,500
福建师范大学,2017,软件工程,56217,499,505,501
福建师范大学,2018,电子信息类,50969,522.00,531.00,525.00
福建师范大学,2018,计算机科学与技术,51772,521.00,557.00,531.00
福建师范大学,2018,软件工程,55084,517.00,539.00,523.00
福建工程学院,2015,软件工程,--,553,554,553
福建工程学院,2016,软件工程,84561,487,506,496
福建工程学院,2017,软件工程,106358,449,471,456
泉州师范学院,2015,计算机科学与技术,--,527,540,534
郑州航空工业管理学院,2015,计算机科学与技术,--,528,559,544
西北民族大学,2015,自动化,--,530,530,530
西北民族大学,2015,计算机科学与技术,--,542,545,544
西北民族大学,2015,软件工程,--,536,538,537
西北民族大学,2016,自动化,--,--,--,451
西北民族大学,2016,软件工程,--,--,--,466
西北民族大学,2017,自动化,--,--,--,456
西北民族大学,2017,软件工程,--,--,--,471
西北民族大学,2018,自动化,--,--,--,456.00
西北民族大学,2018,软件工程,--,--,--,471.00
兰州理工大学,2015,自动化,--,546,549,548
兰州理工大学,2015,计算机科学与技术,--,539,549,544
兰州理工大学,2015,软件工程,--,537,540,539
兰州理工大学,2016,自动化,--,--,--,483
兰州理工大学,2016,软件工程,--,--,--,480
兰州理工大学,2017,自动化,--,464,--,--
兰州理工大学,2017,计算机科学与技术,--,453,--,--
兰州理工大学,2017,软件工程,--,454,--,--
兰州理工大学,2018,自动化,--,482.00,--,--
兰州理工大学,2018,计算机科学与技术,--,482.00,--,--
兰州理工大学,2018,软件工程,--,477.00,--,--
兰州交通大学,2015,自动化,--,557,558,558
兰州交通大学,2015,计算机科学与技术,--,551,557,554
兰州交通大学,2018,计算机科学与技术,--,497.00,--,--
西北师范大学,2016,软件工程,--,--,--,465
临沂大学,2017,计算机类（含计算机科学与技术、软件工程、网络工程专业）,--,432,--,--
青岛大学,2015,软件工程,--,544,575,553
青岛大学,2016,自动化,--,--,--,505
青岛大学,2016,软件工程,--,--,--,501
青岛大学,2017,电子信息类（含电子信息工程、通信工程、微电子科学与工程、电子信息科学与技术）,--,482,--,--
青岛大学,2017,计算机类（含软件工程、数字媒体技术、智能科学与技术）,--,482,--,--
青岛大学,2018,电子信息类,60188,511.00,515.00,--
青岛大学,2018,计算机类,60188,511.00,517.00,--
